"","Date","Price","Open","High","Low","Vol.","Change","iso_code","continent","location","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million","Year_category"
"1",2022-03-01,451.64,457.89,458.76,451.16,"119.66M",-1.54,"USA","North America","United States",79098153,46671,62564,953099,1764,1849.571,237592.585,140.189,187.928,2862.889,5.299,5.556,0.61,7330,22.018,36224,108.809,NA,NA,32119,96.478,824135442,1261735,2475.513,3.79,989648,2.973,0.037,27,"tests performed",555603468,254124928,216301048,95399643,261363,277486,167.35,76.54,65.15,28.73,836,72807,0.022,53.24,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"2",2022-02-09,461.55,460.02,462.07,457.18,"85.67M",1.24,"USA","North America","United States",77298950,188591,221380.714,914399,3430,2478.429,232188.195,566.484,664.977,2746.643,10.303,7.445,0.55,17719,53.224,90123,270.709,NA,NA,82447,247.652,802678606,1553880,2411.061,4.667,1320475,3.966,0.114,8.8,"tests performed",548983249,252398838,214474876,92422287,497609,461936,165.35,76.02,64.6,27.84,1391,119594,0.036,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"3",2022-02-08,455.91,452.06,455.91,450.06,"67.91M",0.71,"USA","North America","United States",77110359,214448,241497.143,910969,2989,2498,231621.711,644.152,725.402,2736.34,8.978,7.503,0.57,18351,55.122,93609,281.18,NA,NA,86363,259.415,801124726,1638749,2406.394,4.922,1367305,4.107,0.122,8.2,"tests performed",548485640,252267807,214332439,92201653,488088,470054,165.2,75.98,64.56,27.77,1416,121536,0.037,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"4",2022-02-05,452.69,451.16,452.98,448.43,"77.10M",0.49,"USA","North America","United States",76466510,86815,301668,904445,867,2487,229687.737,260.772,906.141,2716.744,2.604,7.47,0.6,19642,59,101694,305.465,NA,NA,97289,292.234,797616267,1113522,2395.855,3.345,1401301,4.209,0.144,6.9,"tests performed",547320230,251954345,214000888,91689703,428203,513175,164.85,75.89,64.46,27.62,1546,131615,0.04,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"5",2022-02-04,450.49,445.94,450.5,444.76,"63.86M",1.51,"USA","North America","United States",76379695,355323,314899.571,903578,4112,2528.286,229426.965,1067.308,945.886,2714.14,12.351,7.594,0.61,20576,61.806,107685,323.461,NA,NA,101801,305.787,796502745,1474913,2392.51,4.43,1413603,4.246,0.152,6.6,"tests performed",546892027,251844930,213870447,91503487,638719,517900,164.72,75.85,64.42,27.56,1560,133522,0.04,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"6",2022-02-03,443.8,446.91,448.49,443.71,"78.36M",-1.29,"USA","North America","United States",76024372,275087,351919.571,899466,2416,2525.286,228359.657,826.298,1057.085,2701.788,7.257,7.585,0.61,21333,64.079,112670,338.435,NA,NA,107003,321.412,795027832,1592549,2388.08,4.784,1466644,4.405,0.163,6.1,"tests performed",546253308,251690621,213689318,91203591,503612,559761,164.53,75.81,64.36,27.47,1686,144511,0.044,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"7",2022-02-02,449.59,445.86,450.58,445.86,"73.78M",1.17,"USA","North America","United States",75749285,329406,384945,897050,3567,2542.571,227533.359,989.46,1156.286,2694.531,10.714,7.637,0.61,21913,65.822,117188,352.006,NA,NA,111225,334.094,793435283,1881694,2383.296,5.652,1524687,4.58,0.172,5.8,"tests performed",545749696,251561680,213551924,90968661,554434,597664,164.38,75.77,64.32,27.4,1800,154635,0.047,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"8",2022-02-01,444.39,444.34,446.46,440.68,"88.35M",-0.03,"USA","North America","United States",75419879,325948,427057.571,893483,3332,2577.429,226543.899,979.073,1282.782,2683.817,10.009,7.742,0.63,22670,68.095,120532,362.05,NA,NA,115569,347.143,791553589,1764272,2377.644,5.299,1547353,4.648,0.185,5.4,"tests performed",545195262,251417056,213400497,90712085,592346,628700,164.21,75.73,64.28,27.32,1894,162847,0.049,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"9",2022-01-08,444.52,438,444.86,437.22,"106.35M",0.78,"USA","North America","United States",59930215,397829,700897.286,840205,807,1706.857,180016.526,1194.986,2105.334,2523.782,2.424,5.127,1.42,23150,69.537,133605,401.319,NA,NA,138345,415.556,743888065,2154711,2234.468,6.472,2523660,7.58,0.294,3.4,"tests performed",525437880,246147318,209866975,79763372,1029854,1228255,158.26,74.14,63.21,24.02,3699,325892,0.098,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"10",2022-01-07,441.07,433.59,441.07,433.19,"101.03M",1.25,"USA","North America","United States",59532386,869717,671063.857,839398,2396,1647,178821.539,2612.429,2015.721,2521.358,7.197,4.947,1.46,22862,68.672,131875,396.122,NA,NA,132844,399.033,741733354,2849979,2227.996,8.561,2392778,7.187,0.295,3.4,"tests performed",524408026,245872085,209693623,79180275,1609071,1095490,157.95,74.06,63.16,23.85,3300,291278,0.088,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"11",2022-01-06,435.62,429.89,435.68,424.8,"143.39M",2.22,"USA","North America","United States",58662669,834748,620236.143,837002,2033,1406.429,176209.11,2507.39,1863.046,2514.161,6.107,4.225,1.51,22134,66.485,126993,381.458,NA,NA,127763,383.771,738883375,3119698,2219.435,9.371,2269778,6.818,0.294,3.4,"tests performed",522798955,245471829,209450287,78210934,1432531,951422,157.47,73.94,63.09,23.56,2866,257196,0.077,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"12",2022-01-05,426.17,419.77,426.84,418.42,"105.39M",2.2,"USA","North America","United States",57827921,662548,585357.714,834969,2181,1329.429,173701.72,1990.141,1758.279,2508.054,6.551,3.993,1.56,21532,64.677,121478,364.892,NA,NA,122385,367.616,735763677,3136673,2210.064,9.422,2156267,6.477,0.292,3.4,"tests performed",521366424,245100494,209239142,77356698,1420193,962313,157.03,73.82,63.02,23.3,2898,261683,0.079,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"13",2022-01-04,417,420.89,424.55,415.79,"95.73M",-0.73,"USA","North America","United States",57165373,811833,562415.857,832788,2310,1354.286,171711.579,2438.559,1689.367,2501.503,6.939,4.068,1.63,21040,63.199,114863,345.022,NA,NA,116772,350.756,732627004,2883112,2200.642,8.66,2037619,6.121,0.288,3.5,"tests performed",519946231,244719870,209027894,76523711,1392019,995369,156.61,73.71,62.96,23.05,2998,269539,0.081,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"14",2022-01-01,420.07,428.12,428.77,419.53,"95.64M",-1.27,"USA","North America","United States",55023934,188995,405115.714,828257,388,1343.286,165279.191,567.697,1216.874,2487.893,1.165,4.035,1.62,18863,56.66,96560,290.044,NA,NA,98910,297.103,726222443,1238533,2181.405,3.72,1828960,5.494,0.268,3.7,"tests performed",516840097,243866077,208528941,74761090,100504,1073648,155.67,73.45,62.81,22.52,3234,285000,0.086,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"15",2022-03-10,425.48,422.52,426.43,420.44,"93.27M",-0.45,"USA","North America","United States",79454543,46480,36330.429,965657,1645,1256.429,238663.098,139.615,109.128,2900.611,4.941,3.774,0.68,4629,13.904,23718,71.243,NA,NA,21621,64.944,832660042,986099,2501.118,2.962,872672,2.621,0.025,40,"tests performed",557463357,254623665,216812252,96211782,201964,196026,167.91,76.69,65.3,28.98,590,52725,0.016,53.24,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"16",2022-03-09,427.41,425.14,429.51,422.82,"115.71M",2.68,"USA","North America","United States",79408063,37370,36641.429,964012,1976,1262.429,238523.483,112.251,110.062,2895.669,5.935,3.792,0.66,4876,14.646,24767,74.394,NA,NA,22660,68.065,831673943,1109966,2498.156,3.334,902023,2.709,0.025,40,"tests performed",557261393,254570473,216756206,96123305,201956,201692,167.85,76.68,65.29,28.95,607,54231,0.016,53.24,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"17",2022-03-08,416.25,419.62,427.21,415.12,"163.43M",-0.76,"USA","North America","United States",79370693,29762,38934.286,962036,1339,1276.714,238411.232,89.398,116.95,2889.734,4.022,3.835,0.65,5118,15.373,25787,77.458,NA,NA,23925,71.865,830563977,1182382,2494.822,3.552,918362,2.759,0.027,37,"tests performed",557059437,254516718,216699945,96035835,205851,207996,167.78,76.66,65.27,28.93,626,55970,0.017,53.24,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"18",2022-03-07,419.43,431.55,432.3,419.36,"135.43M",-2.95,"USA","North America","United States",79340931,63419,41349.857,960697,1689,1337.429,238321.834,190.496,124.205,2885.712,5.073,4.017,0.65,5491,16.494,27074,81.324,NA,NA,25123,75.464,829381595,774050,2491.271,2.325,929698,2.793,0.028,35.7,"tests performed",556853586,254462197,216643923,95945322,200744,215926,167.72,76.64,65.25,28.9,650,57932,0.017,53.24,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"19",2022-03-04,432.17,431.75,433.37,427.88,"114.08M",-0.81,"USA","North America","United States",79251522,51292,52084.286,958570,1708,1475,238053.27,154.069,156.449,2879.323,5.13,4.431,0.6,6216,18.671,30705,92.231,NA,NA,28129,84.493,827605701,1054361,2485.936,3.167,960510,2.885,0.031,32.3,"tests performed",556393588,254331125,216519273,95748250,302416,244087,167.58,76.6,65.21,28.84,735,64509,0.019,53.24,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"20",2022-03-03,435.71,440.47,441.11,433.8,"103.70M",-0.5,"USA","North America","United States",79200230,48657,55409,956862,1687,1522.143,237899.201,146.154,166.436,2874.192,5.067,4.572,0.59,6676,20.053,32908,98.848,NA,NA,29479,88.548,826551340,1191561,2482.769,3.579,969825,2.913,0.033,30.3,"tests performed",556091172,254254587,216435179,95613421,241621,254877,167.49,76.58,65.19,28.8,768,67187,0.02,53.24,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"21",2022-03-02,437.89,432.37,439.72,431.57,"116.86M",1.84,"USA","North America","United States",79151573,53420,58038.143,955175,2076,1703.714,237753.046,160.461,174.333,2869.125,6.236,5.118,0.59,6989,20.993,34724,104.303,NA,NA,30820,92.576,825359779,1224337,2479.19,3.678,974481,2.927,0.035,28.6,"tests performed",555849551,254190859,216369383,95506318,246083,265423,167.42,76.56,65.17,28.77,799,69797,0.021,53.24,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"22",2022-03-01,429.98,435.04,437.17,427.11,"136.29M",-1.52,"USA","North America","United States",79098153,46671,62564,953099,1764,1849.571,237592.585,140.189,187.928,2862.889,5.299,5.556,0.61,7330,22.018,36224,108.809,NA,NA,32119,96.478,824135442,1261735,2475.513,3.79,989648,2.973,0.037,27,"tests performed",555603468,254124928,216301048,95399643,261363,277486,167.35,76.54,65.15,28.73,836,72807,0.022,53.24,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"23",2022-02-08,436.63,432.03,438.2,430.7,"143.48M",-0.26,"USA","North America","United States",77110359,214448,241497.143,910969,2989,2498,231621.711,644.152,725.402,2736.34,8.978,7.503,0.57,18351,55.122,93609,281.18,NA,NA,86363,259.415,801124726,1638749,2406.394,4.922,1367305,4.107,0.122,8.2,"tests performed",548485640,252267807,214332439,92201653,488088,470054,165.2,75.98,64.56,27.77,1416,121536,0.037,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"24",2022-02-05,437.75,429.61,437.84,427.86,"121.80M",2.21,"USA","North America","United States",76466510,86815,301668,904445,867,2487,229687.737,260.772,906.141,2716.744,2.604,7.47,0.6,19642,59,101694,305.465,NA,NA,97289,292.234,797616267,1113522,2395.855,3.345,1401301,4.209,0.144,6.9,"tests performed",547320230,251954345,214000888,91689703,428203,513175,164.85,75.89,64.46,27.62,1546,131615,0.04,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"25",2022-02-04,428.3,411.02,428.76,410.64,"209.08M",1.5,"USA","North America","United States",76379695,355323,314899.571,903578,4112,2528.286,229426.965,1067.308,945.886,2714.14,12.351,7.594,0.61,20576,61.806,107685,323.461,NA,NA,101801,305.787,796502745,1474913,2392.51,4.43,1413603,4.246,0.152,6.6,"tests performed",546892027,251844930,213870447,91503487,638719,517900,164.72,75.85,64.42,27.56,1560,133522,0.04,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"26",2022-02-03,421.95,432.66,433.26,421.35,"129.09M",-1.77,"USA","North America","United States",76024372,275087,351919.571,899466,2416,2525.286,228359.657,826.298,1057.085,2701.788,7.257,7.585,0.61,21333,64.079,112670,338.435,NA,NA,107003,321.412,795027832,1592549,2388.08,4.784,1466644,4.405,0.163,6.1,"tests performed",546253308,251690621,213689318,91203591,503612,559761,164.53,75.81,64.36,27.47,1686,144511,0.044,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"27",2022-02-02,429.57,431.89,435.5,425.86,"123.14M",-1.07,"USA","North America","United States",75749285,329406,384945,897050,3567,2542.571,227533.359,989.46,1156.286,2694.531,10.714,7.637,0.61,21913,65.822,117188,352.006,NA,NA,111225,334.094,793435283,1881694,2383.296,5.652,1524687,4.58,0.172,5.8,"tests performed",545749696,251561680,213551924,90968661,554434,597664,164.38,75.77,64.32,27.4,1800,154635,0.047,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"28",2022-01-08,434.23,437.33,438.66,431.82,"132.64M",-0.65,"USA","North America","United States",59930215,397829,700897.286,840205,807,1706.857,180016.526,1194.986,2105.334,2523.782,2.424,5.127,1.42,23150,69.537,133605,401.319,NA,NA,138345,415.556,743888065,2154711,2234.468,6.472,2523660,7.58,0.294,3.4,"tests performed",525437880,246147318,209866975,79763372,1029854,1228255,158.26,74.14,63.21,24.02,3699,325892,0.098,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"29",2022-01-07,437.06,443.22,446.57,436.42,"101.56M",-2.14,"USA","North America","United States",59532386,869717,671063.857,839398,2396,1647,178821.539,2612.429,2015.721,2521.358,7.197,4.947,1.46,22862,68.672,131875,396.122,NA,NA,132844,399.033,741733354,2849979,2227.996,8.561,2392778,7.187,0.295,3.4,"tests performed",524408026,245872085,209693623,79180275,1609071,1095490,157.95,74.06,63.16,23.85,3300,291278,0.088,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"30",2022-01-06,446.6,443.93,448.05,441.94,"84.23M",0.11,"USA","North America","United States",58662669,834748,620236.143,837002,2033,1406.429,176209.11,2507.39,1863.046,2514.161,6.107,4.225,1.51,22134,66.485,126993,381.458,NA,NA,127763,383.771,738883375,3119698,2219.435,9.371,2269778,6.818,0.294,3.4,"tests performed",522798955,245471829,209450287,78210934,1432531,951422,157.47,73.94,63.09,23.56,2866,257196,0.077,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"31",2022-01-05,446.1,443.73,446.28,443.18,"86.16M",1.61,"USA","North America","United States",57827921,662548,585357.714,834969,2181,1329.429,173701.72,1990.141,1758.279,2508.054,6.551,3.993,1.56,21532,64.677,121478,364.892,NA,NA,122385,367.616,735763677,3136673,2210.064,9.422,2156267,6.477,0.292,3.4,"tests performed",521366424,245100494,209239142,77356698,1420193,962313,157.03,73.82,63.02,23.3,2898,261683,0.079,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"32",2022-01-04,439.02,439.92,441.6,435.34,"121.25M",-0.33,"USA","North America","United States",57165373,811833,562415.857,832788,2310,1354.286,171711.579,2438.559,1689.367,2501.503,6.939,4.068,1.63,21040,63.199,114863,345.022,NA,NA,116772,350.756,732627004,2883112,2200.642,8.66,2037619,6.121,0.288,3.5,"tests performed",519946231,244719870,209027894,76523711,1392019,995369,156.61,73.71,62.96,23.05,2998,269539,0.081,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"33",2022-01-01,440.46,449.41,451.61,438.94,"153.21M",-1.97,"USA","North America","United States",55023934,188995,405115.714,828257,388,1343.286,165279.191,567.697,1216.874,2487.893,1.165,4.035,1.62,18863,56.66,96560,290.044,NA,NA,98910,297.103,726222443,1238533,2181.405,3.72,1828960,5.494,0.268,3.7,"tests performed",516840097,243866077,208528941,74761090,100504,1073648,155.67,73.45,62.81,22.52,3234,285000,0.086,50.46,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"34",2022-02-10,449.32,451.34,457.71,447.2,"136.50M",-1.8,"USA","North America","United States",77470396,171446,206574.857,917632,3233,2595.143,232703.179,514.984,620.503,2756.355,9.711,7.795,0.55,17049,51.211,86057,258.495,NA,NA,78755,236.562,804140716,1462110,2415.453,4.392,1301841,3.91,0.106,9.4,"tests performed",549476911,252527362,214611736,92646487,493662,460515,165.5,76.06,64.64,27.9,1387,119534,0.036,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"35",2022-02-09,457.54,455.22,457.88,455.01,"90.93M",1.46,"USA","North America","United States",77298950,188591,221380.714,914399,3430,2478.429,232188.195,566.484,664.977,2746.643,10.303,7.445,0.55,17719,53.224,90123,270.709,NA,NA,82447,247.652,802678606,1553880,2411.061,4.667,1320475,3.966,0.114,8.8,"tests performed",548983249,252398838,214474876,92422287,497609,461936,165.35,76.02,64.6,27.84,1391,119594,0.036,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"36",2022-02-08,450.94,446.73,451.92,445.22,"81.01M",0.82,"USA","North America","United States",77110359,214448,241497.143,910969,2989,2498,231621.711,644.152,725.402,2736.34,8.978,7.503,0.57,18351,55.122,93609,281.18,NA,NA,86363,259.415,801124726,1638749,2406.394,4.922,1367305,4.107,0.122,8.2,"tests performed",548485640,252267807,214332439,92201653,488088,470054,165.2,75.98,64.56,27.77,1416,121536,0.037,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"37",2022-02-07,447.26,449.51,450.99,445.85,"83.54M",-0.32,"USA","North America","United States",76895911,345793,257425.714,907980,3089,2547,230977.559,1038.682,773.247,2727.362,9.279,7.651,0.58,18979,57.009,97280,292.207,NA,NA,90614,272.184,799485977,1243637,2401.471,3.736,1385237,4.161,0.131,7.6,"tests performed",547997552,252141540,214189591,91986673,469432,484948,165.06,75.94,64.51,27.71,1461,124941,0.038,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"38",2022-02-04,448.7,446.35,452.78,443.83,"118.45M",0.47,"USA","North America","United States",76379695,355323,314899.571,903578,4112,2528.286,229426.965,1067.308,945.886,2714.14,12.351,7.594,0.61,20576,61.806,107685,323.461,NA,NA,101801,305.787,796502745,1474913,2392.51,4.43,1413603,4.246,0.152,6.6,"tests performed",546892027,251844930,213870447,91503487,638719,517900,164.72,75.85,64.42,27.56,1560,133522,0.04,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"39",2022-02-03,446.6,450.95,452.97,445.71,"113.49M",-2.35,"USA","North America","United States",76024372,275087,351919.571,899466,2416,2525.286,228359.657,826.298,1057.085,2701.788,7.257,7.585,0.61,21333,64.079,112670,338.435,NA,NA,107003,321.412,795027832,1592549,2388.08,4.784,1466644,4.405,0.163,6.1,"tests performed",546253308,251690621,213689318,91203591,503612,559761,164.53,75.81,64.36,27.47,1686,144511,0.044,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"40",2022-02-02,457.35,455.5,458.12,453.05,"115.95M",0.97,"USA","North America","United States",75749285,329406,384945,897050,3567,2542.571,227533.359,989.46,1156.286,2694.531,10.714,7.637,0.61,21913,65.822,117188,352.006,NA,NA,111225,334.094,793435283,1881694,2383.296,5.652,1524687,4.58,0.172,5.8,"tests performed",545749696,251561680,213551924,90968661,554434,597664,164.38,75.77,64.32,27.4,1800,154635,0.047,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"41",2022-02-01,452.95,450.68,453.63,446.94,"119.94M",0.68,"USA","North America","United States",75419879,325948,427057.571,893483,3332,2577.429,226543.899,979.073,1282.782,2683.817,10.009,7.742,0.63,22670,68.095,120532,362.05,NA,NA,115569,347.143,791553589,1764272,2377.644,5.299,1547353,4.648,0.185,5.4,"tests performed",545195262,251417056,213400497,90712085,592346,628700,164.21,75.73,64.28,27.32,1894,162847,0.049,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"42",2022-03-01,449.91,441.24,450.28,439.81,"150.62M",1.8,"USA","North America","United States",79098153,46671,62564,953099,1764,1849.571,237592.585,140.189,187.928,2862.889,5.299,5.556,0.61,7330,22.018,36224,108.809,NA,NA,32119,96.478,824135442,1261735,2475.513,3.79,989648,2.973,0.037,27,"tests performed",555603468,254124928,216301048,95399643,261363,277486,167.35,76.54,65.15,28.73,836,72807,0.022,53.24,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"43",2022-02-08,441.95,432.68,442,427.82,"164.46M",2.48,"USA","North America","United States",77110359,214448,241497.143,910969,2989,2498,231621.711,644.152,725.402,2736.34,8.978,7.503,0.57,18351,55.122,93609,281.18,NA,NA,86363,259.415,801124726,1638749,2406.394,4.922,1367305,4.107,0.122,8.2,"tests performed",548485640,252267807,214332439,92201653,488088,470054,165.2,75.98,64.56,27.77,1416,121536,0.037,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
"44",2022-02-07,431.24,438.26,441.59,429.45,"147.25M",-0.49,"USA","North America","United States",76895911,345793,257425.714,907980,3089,2547,230977.559,1038.682,773.247,2727.362,9.279,7.651,0.58,18979,57.009,97280,292.207,NA,NA,90614,272.184,799485977,1243637,2401.471,3.736,1385237,4.161,0.131,7.6,"tests performed",547997552,252141540,214189591,91986673,469432,484948,165.06,75.94,64.51,27.71,1461,124941,0.038,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.926,NA,NA,NA,NA,"3rd year (ongoing)"
